Local,Nome,Logradouro,Latitude,Longitude
GALERIA DE ARTE,Priska C. Juschka Fine Art Inc,547 W 27th St,407512662970876,-7.40E+20
GALERIA DE ARTE,1 2 3 Watts Gallery,123 Watts St,4.07E+20,-7.40E+19
GALERIA DE ARTE,12 Below,853 Broadway,4.07E+21,-7.40E+20
GALERIA DE ARTE,14 Sculptors Gallery,168 Mercer St,4.07E+21,-7.40E+20
GALERIA DE ARTE,1405 Art Gallery,1405 2nd Ave,4.08E+21,-739579834660085
GALERIA DE ARTE,2 Welancora Gallery,410 Jefferson Ave,4.07E+20,-7.39E+20
GALERIA DE ARTE,280 Modern,1875 Dekalb Ave,4.07E+20,-7.39E+20
GALERIA DE ARTE,3 Costantino Fioratti Helen C,36 E 73rd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,303 Gallery,547 W 21st Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,33rd St Galleria,401 7th Ave,4.08E+18,-7.40E+20
GALERIA DE ARTE,33rd Street Galleria,131 W 33rd St,4.08E+18,-739896764403985
GALERIA DE ARTE,4 Chambers Fine Art,522 West 19th Street,4.07E+21,-7.40E+20
GALERIA DE ARTE,5 Robin Rice Gallery,325 W 118th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,531 Artspace,531 Graham Ave,4.07E+20,-7.39E+20
GALERIA DE ARTE,73 St Farmers Market,1368 York Ave,4.08E+20,-73953015464766
GALERIA DE ARTE,A Clean Well Lighted Place Inc,363 Bleecker St,4.07E+21,-7.40E+20
GALERIA DE ARTE,A J ARTS LTD,6208 MILL LN,4.06E+21,-7.39E+20
GALERIA DE ARTE,A.I.R. Gallery,40 Wooster St,4.07E+20,-7.40E+20
GALERIA DE ARTE,AAA-Abbey Mdsng Co Inc,618 Coney Island Ave,4.06E+20,-739699306449376
GALERIA DE ARTE,Abada Felix Inc,1556 3rd Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Aberbach Fine Art,41 E 57th Street,4.08E+20,-7.40E+20
GALERIA DE ARTE,Aca Galleries,529 W 20th St,407466637235728,-7.40E+20
GALERIA DE ARTE,Ace Gallery,275 Hudson St,4.07E+20,-7.40E+19
GALERIA DE ARTE,Acquavella Galleries Inc,18 E 79th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Adam Baumgold Fine Art,74 E. 79th St.,4.08E+20,-7.40E+20
GALERIA DE ARTE,Adam Williams Fine Art Ltd,24 East 80th Street,4.08E+20,-7.40E+20
GALERIA DE ARTE,Adams Fund Art Buyers,330 W 72nd St,4.08E+20,-739859359709644
GALERIA DE ARTE,Adams George Gallery,41 W 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Adelson Galleries,219 E 82nd St,4.08E+19,-7.40E+20
GALERIA DE ARTE,Adler & Conkright Fine Art Llc,24 E 71st St,4.08E+20,-7.40E+20
GALERIA DE ARTE,African Arts Center Inc,615 W 27th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Africart Motherland Inc,2478 Frederick Douglas Blvd,4.08E+20,-739473959108493
GALERIA DE ARTE,Agora Gallery,530 W 25th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Akira Ikeda Gallery,17 Cornelia St,4.07E+21,-7.40E+19
GALERIA DE ARTE,Alan Brasington Inc,23 8th Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Alaska on Madison,1065 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Alexander and Bonin,132 10th Ave,4.07E+20,-7.40E+19
GALERIA DE ARTE,Alexander's Sculptural Svce,117 E 39th St,4.08E+19,-7.40E+20
GALERIA DE ARTE,Alexandre Gallery,41 E 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Alliance of Queens Artists,99-10 Metropolitan Ave.,4.07E+20,-7.39E+20
GALERIA DE ARTE,Blum Peter-Blum Arts,99 Wooster St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Alter Silver Gallery Corp,1050 2nd Ave,4.08E+20,-739657483087514
GALERIA DE ARTE,American European Fine Art Inc,115 E 89th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,American Fine Arts Co,530 W 22nd St,4.07E+20,-7.40E+20
GALERIA DE ARTE,American Folk Art Museum - Eva and Morris Feld Gallery,2 Lincoln Square,4.08E+21,-7.40E+20
GALERIA DE ARTE,Ameringer & Yohe Fine Arts,525 West 22nd Street,4.07E+21,-7.40E+20
GALERIA DE ARTE,Amos Eno Gallery,111 Front Street,40702839860367,-7.40E+20
GALERIA DE ARTE,An American Space,118 E 92nd St,407834768790123,-739537319541543
GALERIA DE ARTE,Ancient Art of the New World Inc,525 E 72nd St,4.08E+19,-7.40E+20
GALERIA DE ARTE,Andover Gallery,60 Rivington St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Andrew Edlin Gallery,134 Tenth Avenue,4.07E+21,-7.40E+20
GALERIA DE ARTE,Andy Warhol Authentication Board Inc,525 W 20th St,407464976437538,-740065781938964
GALERIA DE ARTE,Angel Orensanz Foundation,172 Norfolk St,407211425940389,-7.40E+20
GALERIA DE ARTE,Anita Friedman Fine Arts,980 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Annex the,601 W 26th St,4.08E+21,-740072691859354
GALERIA DE ARTE,Annie Yau Gallery,173 W 88th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Annina Nosei Gallery,528 W 22nd St,4.07E+20,-7.40E+19
GALERIA DE ARTE,Anthony Grant Inc,37 W 57th St,4.08E+20,-7.40E+19
GALERIA DE ARTE,Antik,104 Franklin St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Antiquarium Fine Ancient Arts Gallery Ltd,948 Mad Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Anton Kern Gallery Inc,532 W 20th St,4.07E+20,-740071625805658
GALERIA DE ARTE,Apex Art,291 Church St,4.07E+20,-7.40E+20
GALERIA DE ARTE,April's Gallery,501 W 145th St,4.08E+20,-739477984775635
GALERIA DE ARTE,Arader W Graham Gallery,29 E 72nd St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Arash Gallery,1051 2nd Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Arcadia Fine Arts,51 Greene St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Archibald Arts,602 10th Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Archive Consulting & Management Services,511 W 25th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Ariel Meyerowitz Gallery,4720 Center Blvd.,4.07E+20,-7.40E+20
GALERIA DE ARTE,Ariston Development Group,78 Horatio St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Arleen G Becker Gallery Inc,200 Lexington Avenue,4.07E+20,-7.40E+20
GALERIA DE ARTE,Art & Interiors Inc,979 3rd Ave,4.08E+19,-7.40E+20
GALERIA DE ARTE,Art Advice Corporate Art Consultants,200 E 33rd St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Art Advisory Svces Inc,530 Park Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Art Asap,444 W 50th St,4.08E+21,-7.40E+19
GALERIA DE ARTE,Art Auction Advisory Svces,530 Park Avenue,4.08E+20,-7.40E+20
GALERIA DE ARTE,Art Avenues Inc,240 W End Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Art Finds,140 Riverside Dr,4.08E+20,-7.40E+20
GALERIA DE ARTE,Blumka Gallery,209 E 72nd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Art Gallery & Custom Framing,799 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Art In General,79 Walker St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Art Loft Gallery,199 Lafayette St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Art Merchandising and Media Inc,26 E 64th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Art Metaphysics Education,323 W 39th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Art Placement International,957 Park Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Art Projects International Inc,429 Greenwich St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Art Resources Transfer Inc,210 11th Ave,4.08E+19,-7.40E+19
GALERIA DE ARTE,Art Student Showcase Inc,248 Lafayette St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Art Vue,441 3rd St,4.07E+21,-739800983571645
GALERIA DE ARTE,Art Wise,133 W 25th St,4.07E+19,-7.40E+20
GALERIA DE ARTE,Arte Primitivo-Howard S Rose Gallery,3 E 65th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Artefina International Inc,246 Avenue U,4.06E+21,-7.40E+20
GALERIA DE ARTE,Artemis Fine Arts Inc,23 E 73rd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Artenova Ltd,1780 Broadway,4.08E+20,-7.40E+20
GALERIA DE ARTE,Arterres,242 Lafayette St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Artique-the Art of Framing Inc,2580 Broadway,4.08E+20,-7.40E+20
GALERIA DE ARTE,Artist Prod Gallery,448 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Artists Space,38 Greene St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Artlife Gallery,155 Ave of the Americas,4.07E+21,-7.40E+20
GALERIA DE ARTE,Art-Lore Inc,1155 Manhattan Ave,4.07E+21,-7.40E+20
GALERIA DE ARTE,Artrepreneur,945 5th Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Arts Action Research,423 Atlantic Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Arts at University Settlement/Speyer Hall,185 Eldridge St.,4.07E+21,-7.40E+20
GALERIA DE ARTE,Arts Du Monde,40 W 25th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Arts India,206 5th Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Arts Proper International Inc,24 W 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Artscope Inc,502 Park Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Ash Fine Art,51 E 78th St,4.08E+21,-739618353271081
GALERIA DE ARTE,Asher Gallant Gallery,62 E 55th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Ashione Art Gallery,41 Perry St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Ashoka Crafts,202 W 77th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Atelier A-E Ent,35 West 23rd Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Atelier International Art Group Inc,594 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Atlantic Gallery,135 West 29th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Atmosphere Galleries Inc,134 10th Ave,4.07E+20,-7.40E+19
GALERIA DE ARTE,Audiello Fine Art Inc,526 W 26th St,4.08E+20,-740044220151553
GALERIA DE ARTE,Audrey C Art & Jewels,167 E 61st St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Australian Aboriginal Fine Art Gallery Of New York,1255 5th Ave,4.08E+19,-7.40E+20
GALERIA DE ARTE,Av Art Gallery & Custom Framing Inc,235 8th Ave,4.07E+21,-7.40E+20
GALERIA DE ARTE,Available Art Llc,204 Dean St,4.07E+21,-7.40E+20
GALERIA DE ARTE,AVC Contemporary Arts Gallery,41 E. 57th St.,4.08E+21,-7.40E+20
GALERIA DE ARTE,Avshalom Eitan Fine Arts,461 Fort Washington Ave,4.09E+20,-739386614826445
GALERIA DE ARTE,Axelle Fine Art,312 Atlantic Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Axelle Fine Arts Gallery Ltd,148 Spring St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Aztec Marketing Co,90 John St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Back To Africa Imports,6 W 26th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Back To Roots Inc,440 Montauk Ave,4.07E+21,-7.39E+20
GALERIA DE ARTE,Bag One Arts,110 W 79th St,4.08E+19,-7.40E+20
GALERIA DE ARTE,Balalaika Arts & Crafts From Russia & Former Ussr,313 E 95th St,4.08E+20,-7.39E+20
GALERIA DE ARTE,BALMAR REALTY,155 E 55TH ST,4.08E+20,-739690646648923
GALERIA DE ARTE,Barbara Gladstone Gallery,515 W 24th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Baron Boisante Editions,421 Hudson St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Barrington Gallery of London Ltd,572 5th Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Bayo Studios,210 Varet Street,4.07E+20,-7.39E+20
GALERIA DE ARTE,Beadleston Gallery,724 5th Ave,407626057748781,-7.40E+20
GALERIA DE ARTE,Behr Thyssen Ltd,165 Hudson Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Belanthi,142 Court St,4.07E+21,-739929238023326
GALERIA DE ARTE,Bellwether Gallery,134 10th Ave,407447310240188,-740059259359394
GALERIA DE ARTE,Bench Dogs,60 Broadway,4.07E+21,-7.40E+20
GALERIA DE ARTE,Benedetti Gallery Inc,52 Prince St,4.07E+20,-7.40E+19
GALERIA DE ARTE,Bernarducci Meisel Gallery,37 W 57th St,4.08E+20,-7.40E+19
GALERIA DE ARTE,Bernstein David Primitive Art,737 Park Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Berry-Hill Galleries Inc,11 E 70th St,4.08E+21,-739667430851897
GALERIA DE ARTE,Beverly Sacks Fine Art,229 E 60th St,4.08E+20,-739648004088197
GALERIA DE ARTE,Beyond the Wall,529 5th Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,BICYCLE PAINTINGS.COM,106 Ridge Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Big Cat Gallery,154 Orchard Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Bill Bace Gallery,39 Wooster St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Bill Hodges Gallery,24 W 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Bitforms,529 W 20th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Black & Black Art Gallery,9215 Merrick Blvd,4.07E+20,-737933657552114
GALERIA DE ARTE,Black & White Gallery Inc,483 Driggs Ave,4.07E+21,-7.40E+20
GALERIA DE ARTE,Bleier Milton A Corp,386 Park Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Blue Mountain Gallery Inc,530 W 25th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Bodanna Inc,123 E 7th St,4.07E+21,-739841197487225
GALERIA DE ARTE,Bolivar Arellano Gallery,420 E 9th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Bonakdar Jancou Gallery,521 W 21st St,4.07E+19,-7.40E+20
GALERIA DE ARTE,BORDEN JANET INC,560 BROADWAY,4.07E+19,-7.40E+20
GALERIA DE ARTE,Bose Pacia Modern,508 W 26th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Bound and Unbound,601 W. 26th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Bowery Gallery,530 W 25th St,407492698417932,-740048454378513
GALERIA DE ARTE,Brenda Taylor Gallery,511 W. 25th Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Bridgewater Gallery of Fine Arts Inc,176 East 3rd Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Bronx River Art Center,1087 East Tremont Ave,4.08E+20,-7.39E+20
GALERIA DE ARTE,Brooke Alexander Gallery,59 Wooster St.,4.07E+20,-7.40E+20
GALERIA DE ARTE,Brooklyn Arts Exchange,421 Fifth Ave.,4.07E+20,-7.40E+20
GALERIA DE ARTE,Brooklyn Fireproof,119 Ingraham St,4.07E+20,-7.39E+20
GALERIA DE ARTE,Broome Street Gallery the,498 Broome St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Bruce Palmer Galleries,180 Riverside Drive,4.08E+20,-7.40E+20
GALERIA DE ARTE,Bruce Silverstein Gallery,504 W. 22nd St.,4.07E+20,-7.40E+20
GALERIA DE ARTE,Bruton Gallery Inc,40 E 61st St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Buzzco Assoc Inc,33 Bleecker St,4.07E+20,-7.40E+20
GALERIA DE ARTE,C & M Arts,45 E. 78th St.,4.08E+21,-7.40E+19
GALERIA DE ARTE,Caelum Gallery,526 W 26th St,4.08E+18,-7.40E+20
GALERIA DE ARTE,Caldwell Snyder Gallery,451 W Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Candyland Films,446 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Caravan International Co,210 E 86th St,4.08E+20,-739535025179309
GALERIA DE ARTE,Carboni Inc,2 W 45th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Carley Ann M Atty,73 Spring St,4.07E+21,-739973611388614
GALERIA DE ARTE,Carlton Rochell,41 E 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Carnegie Frame Inc,160 W 55th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Cartoon Gallery,7028 Austin St,4.07E+21,-7.38E+20
GALERIA DE ARTE,Cartoonews Gallery,721 5th Ave,4.08E+20,-73974107770942
GALERIA DE ARTE,Casa Linda Galleries Inc,300 E 95th St,4.08E+20,-739473830025364
GALERIA DE ARTE,Casey M Kaplan Inc,416 W 14th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Catherine Conway Inc,112 W 13th St,4.07E+20,-739982052041324
GALERIA DE ARTE,Cavaliero Fine Arts,242 W 36th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Cavin-Morris,560 Broadway,4.07E+21,-739977986844257
GALERIA DE ARTE,Cds Gallery,74 E 79th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Celtic Art,2415 Jackson Ave,40746401426012,-7.39E+20
GALERIA DE ARTE,Century Artists Inc,530 W 25th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Ceres Gallery,547 W 27th St,407513240583896,-7.40E+20
GALERIA DE ARTE,Ceres Gallery,584 Broadway,4.07E+20,-7.40E+19
GALERIA DE ARTE,Cfm Gallery,112 Greene St,407245719123004,-7.40E+20
GALERIA DE ARTE,Chappell Gallery,526 W 26th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Chat Noir Design,295 Bennett Ave,4.09E+21,-7.39E+20
GALERIA DE ARTE,Cheim & Read,547 W 25th St,4.08E+18,-7.40E+20
GALERIA DE ARTE,Chelsea Ceramic Guild,233 W 19th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,China 2000,5 E 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,China 2000 Fine Arts,434A East 75th Street,4.08E+19,-7.40E+20
GALERIA DE ARTE,Chinatown Frame & Art Inc,40 Elizabeth St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Chinoh Art Gallery,69 5th Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Chowder Inc,15 W 18th St,4.07E+20,-739928117143286
GALERIA DE ARTE,Christiane Nienaber Contemporary Art,191 Chrystie St,4.07E+19,-7.40E+20
GALERIA DE ARTE,Christine Burgin Gallery,243 W 18th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Cinque Gallery,560 BROADWAY,4.07E+20,-7.40E+20
GALERIA DE ARTE,Claire Oliver Fine Arts Inc,513 West 26th Street,4.08E+21,-7.40E+20
GALERIA DE ARTE,Clampart,531 W 25th St,4.07E+20,-740046388004567
GALERIA DE ARTE,Clementine Gallery,623 W 27th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Clinton Hill Simply Art & Framing,583 Myrtle Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Coda Gallery,472 Broome St,407228952359004,-7.40E+20
GALERIA DE ARTE,Cole Sylvan Gallery,101 W 57th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,College of Staten Island - Center for the Arts,2800 Victory Blvd.,4.06E+20,-7.41E+20
GALERIA DE ARTE,Columbia University - Miriam and Ira D.Wallach Art Gallery,1190 Amsterdam Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Columbus Art Gallery Inc,588 Columbus Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Columbus Circle Gallery,1800 Broadway,4.08E+21,-7.40E+20
GALERIA DE ARTE,Commerce Graphics Ltd Inc,504 E 74th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Common Ground,55 W 16th St,407386880809658,-7.40E+20
GALERIA DE ARTE,Conner Rosenkranz,19 E 74th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Contemporary African Art,330 W 108th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Contemporary art gallery in Chelsea. Wooster Gardens,558 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Cook Fine Art,1063 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Coploff Gallery,526 W. 26th Street,4.08E+18,-7.40E+20
GALERIA DE ARTE,Cordier & Ekstrom Inc,417 E 75th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Corning Gallery at Steuben,667 Madison Ave.,4.08E+20,-7.40E+20
GALERIA DE ARTE,Cowles Charles Gallery Inc,537 W 24th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Creative Art USA Inc,30 Vandam St,4.07E+21,-740049746202106
GALERIA DE ARTE,Crg Art Gallery,535 W 22nd St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Criswick Assoc,325 E 41st St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Crown Art Gallery Inc,1609 Broadway,407606295440217,-7.40E+20
GALERIA DE ARTE,Crystal Art Gallery,230 5th Ave,4.07E+20,-739884446804236
GALERIA DE ARTE,Cuban Art Space,231 West 29th Street,4.07E+21,-7.40E+20
GALERIA DE ARTE,Cuchifritos,120 Essex St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Culture Art Gallery Llc,415 W Broadway,4.07E+20,-740013730500698
GALERIA DE ARTE,Culture Crossing Inc,40 E 94th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Curatorial Art Advisory Service,5 E 16th St,4.07E+20,-73991839113497
GALERIA DE ARTE,Cypher Editions,22 Wooster St,4.07E+21,-740030602341102
GALERIA DE ARTE,Czech Center,321 E 73rd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Dactyl Foundation for the Arts,64 Grand St.,4.07E+20,-7.40E+20
GALERIA DE ARTE,Dai Ichi Arts,249 E 48th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Dalva Brothers Inc,52 East 77th Street,4.08E+20,-7.40E+20
GALERIA DE ARTE,D'amelio-Terras,525 W 22nd St,4.07E+20,-740055520248167
GALERIA DE ARTE,Damp Frog Productions Inc,1 Orchard St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Danese,535 W 24th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Danette Koke Fine Art,55 Bethune St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Daniel H Roberts Studio,9 Desbrosses Street,4.07E+21,-7.40E+20
GALERIA DE ARTE,David Killen Fine Arts,1641 3rd Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,David Nolan New York,527 W 29th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Davis Leron Galries,746 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,DC Moore Gallery,724 5th Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Dca Gallery,525 W 22nd St,4.07E+20,-7.40E+20
GALERIA DE ARTE,De Nagy Tibor Art Gallery,724 5th Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Dean Andree M,1035 Park Ave,4.08E+20,-739570627331135
GALERIA DE ARTE,Debs & Co,531 W 26th St,40750174752747,-7.40E+20
GALERIA DE ARTE,Greer Gallery Inc,81 Wooster St,407239389109311,-7.40E+20
GALERIA DE ARTE,Grimm Jay Gallery,505 W 28th St,407510595149452,-7.40E+20
GALERIA DE ARTE,Guggenheim Asher Assocs Inc,138 W 13th St,407372488643944,-739990622110042
GALERIA DE ARTE,Guggenheim Asher Assocs Inc,138 W 13th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Guy Regal Ltd,223 E 60th St,4.08E+20,-7.40E+19
GALERIA DE ARTE,Hall & Knight U S A Ltd,21 E 67th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Hammer Galleries,33 W 57th St,4.08E+19,-73975734568345
GALERIA DE ARTE,Hanover Sq Gallery,202 Park Place,4.07E+20,-7.40E+20
GALERIA DE ARTE,Harari & Johns Inc,63 E 82nd St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Harlan & Weaver Intaglio,83 Canal St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Harlem Art Gallery,86 W 119th St,408036180850416,-7.39E+20
GALERIA DE ARTE,Hazlitt Gooden & Fox,17 E 76th St,4.08E+20,-739640012351852
GALERIA DE ARTE,Healing Arts,135 Wythe Ave.,4.07E+20,-7.40E+18
GALERIA DE ARTE,Heilman Phillip Douglas,1336 Dekalb Ave,406984896734577,-7.39E+20
GALERIA DE ARTE,Heller Gallery,420 W. 14th St.,4.07E+20,-740067206428654
GALERIA DE ARTE,Helly Nahmad Gallery Inc,975 Madison Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Hemingway African Gallery,1050 2nd Ave,407581241408079,-739655457665656
GALERIA DE ARTE,Henoch Gallery,555 W 25th St,4.08E+18,-740053147575198
GALERIA DE ARTE,Hirschl & Adler Galleries,21 E. 70th St.,4.08E+20,-7.40E+20
GALERIA DE ARTE,Historical Design Collection Inc,306 E 61st St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Hochman Irena Fine Art Ltd,1100 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,HOFFELD JEFFREY & CO,360 E 88TH ST,4.08E+20,-7.39E+20
GALERIA DE ARTE,Holmberg I,280 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Honda Fine Art,55 Great Jones St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Hoorn-Ashby Gallery,766 Madison Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Horan Vivian Fine Art,35 E 67th St,4.08E+21,-739670738408604
GALERIA DE ARTE,Horus Art Enterprises,200 E 65th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Howard Greenberg Gallery,41 E 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Howard Nowes Ancient Art,1220 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Howard Scott Gallery,303 East 81st Street,4.08E+20,-7.40E+20
GALERIA DE ARTE,Hubert Gallery,1046 Madison Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Hubert Gallery North,1046 Madison Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Hut Gallery the,84 Hoyt St,4.07E+21,-7.40E+19
GALERIA DE ARTE,Hutton Leonard Galleries,41 E 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Hutton Leonard Galleries Facs,41 E 57th St,4.08E+20,-7.40E+19
GALERIA DE ARTE,Hw Gerst,955 5th Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,I & L Image Corp,529 W 20th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,I C Editions,522 West 24 Street,4.07E+21,-7.40E+20
GALERIA DE ARTE,I Perry,481 Washington St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Illustration House Inc,110 W 25th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Images Corporate Art Services,400 E 56th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Incredibleart.Com Inc,25 Mercer St,4.07E+20,-740020440530794
GALERIA DE ARTE,Indians On Columbus,452 Columbus Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Infinity Fine Arts Inc,511 W 25th St,4.07E+21,-7.40E+20
